teaching_rating,teaching_comment,course_rating,course_comment,exam_rating,exam_comment,lab_rating,lab_comment,library_rating,library_comment,extra_rating,extra_comment,teaching_comment_sentiment,course_comment_sentiment,exam_comment_sentiment,lab_comment_sentiment,library_comment_sentiment,extra_comment_sentiment,teaching_score,course_score,exam_score,lab_score,library_score,extra_score,overall_score
1.0,excellent university the mode of teaching is completely different than any other university in india lecturers are very friendly with every one they interact just like friends and they are very punctual,1.0,every thing is good subjects have a very good depth almost all the books are available in the library and more than that,1.0,exam pattern is completely different the entire exams are objective oriented resumbling the education in abroad my review is,0.0,the lab evaluations are very strict,1.0,excellent,1.0,excellent simply superb,0.3125,0.6275,0.0,0.2,1.0,1.0,0.725,0.851,0.6,0.08000000000000002,1.0,1.0,0.7093333333333334
0.5,lecture delivery and punctuality was good but the interaction with students was not good,1.0,good,1.0,everything was good,1.0,labs n practicals are good,0.5,ive never went to library in lpusoi dont know about that,0.0,before coming to lpu i thought sports were very good n encouragingbut there are many politics in sports especially in cricket,0.175,0.7,0.7,0.7,0.0,0.47,0.37,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.3,0.188,0.583
0.5,punctuality and lecture is good here but interaction isnt good,1.0,its nice,1.0,everything is good,1.0,practicals are pretty well,0.5,i dont know abt that bcoz i didnt go to library till now,0.0,not every one is getting opportunities here only recommended students getting,0.7,0.6,0.7,0.25,0.0,0.0,0.58,0.84,0.8799999999999999,0.7,0.3,0.0,0.5499999999999999
1.0,good enough,0.0,not good,0.5,excellent but checking procedure is not exceptable since we fail to know our faults in mid term,1.0,good,1.0,facilities are good to overcome ones need,1.0,it seems to me very good since it is a good source of interaction with other and to built a leadership quilities and to overcome our faults,0.35,-0.35,0.16666666666666666,0.7,0.7,0.49499999999999994,0.74,-0.13999999999999999,0.36666666666666664,0.8799999999999999,0.8799999999999999,0.7979999999999999,0.5874444444444444
1.0,in this university there is good interaction with the students teachers in this university can deliver the lectures effectively there is good punctuality in this university,1.0,the material provided in this university is depth of course the courses in this university is knowledgeable,1.0,excellent exam pattern paper checking in this university is easy,1.0,there is good evaluations in lab regarding practicle,1.0,good,1.0,they are sportive,0.6666666666666666,0.0,0.7166666666666667,0.7,0.7,0.0,0.8666666666666667,0.6,0.8866666666666667,0.8799999999999999,0.8799999999999999,0.6,0.7855555555555555
1.0,very good indeed,1.0,the depth of course is very much deep according to me its very essential,0.5,i dont like the ve marking system appart from that everything is great,1.0,very good,0.0,required text books are not available to every student,1.0,one of the best things i like about this university the best of all,0.9099999999999999,0.0,0.8,0.9099999999999999,-0.2,1.0,0.964,0.6,0.6200000000000001,0.964,-0.08000000000000002,1.0,0.6779999999999999
1.0,teaching is excellentbut lecture delivery is not up to the markpunctuality is good,0.5,some subjects are good and predictableremaining courses are not satisfactory,0.0,returning the question paper after the exams to be expectedbecause to clear and clarify the doubts regarding particular subjects,1.0,its good,1.0,its good,1.0,they are extraordinary,0.7,0.7,0.13333333333333333,0.7,0.7,0.3333333333333333,0.8799999999999999,0.58,0.05333333333333334,0.8799999999999999,0.8799999999999999,0.7333333333333333,0.6677777777777777
0.5,interaction of some faculty was good but not all faculty,0.5,depth of course was good providing a basic knowledge not so deep in subjectsat least they should provide deep knowledge and syllabus in core subjects,1.0,examination pattern was excellent,0.5,lab and practical works are goodwith a little draw back of faculty in connecting the lab practical to the outside world,0.5,library facilities are excellentbut only limited books are available so books should be increased,1.0,extra curricular are so good university is providing many pathways to many studentsapart from education,0.7,0.07999999999999999,1.0,-0.0625,0.10952380952380954,0.425,0.58,0.33199999999999996,1.0,0.27499999999999997,0.3438095238095238,0.77,0.5501349206349205
1.0,good and also like the teaching style,1.0,i like this very much because every subject is linked up with real life situations and every thing in the subject is use full,1.0,good,1.0,i like it soo much,1.0,good,1.0,good,0.7,0.09533333333333334,0.7,0.2,0.7,0.7,0.8799999999999999,0.6381333333333333,0.8799999999999999,0.6799999999999999,0.8799999999999999,0.8799999999999999,0.8063555555555554
1.0,interaction between students and teachers is good the lectures delivery is fine punctuality is good,0.5,depth of the course are depended on the level of student intake course material is delivered after the class in ums,1.0,exams are conducted upon the the basis of the revised chapters upto that point marks distribution is appropriate paper checking is good,1.0,lab is good the prof explains everything before the lab begins and the lab asst helps us during the experiments,0.0,the library has insufficent number of books for all the students,1.0,good they are knowledgebale and helps us interacting with other students,0.6055555555555555,0.0,0.6,0.7,0.0,0.2875,0.8422222222222222,0.3,0.84,0.8799999999999999,0.0,0.715,0.5962037037037037
1.0,not bad,1.0,good,0.5,very hard papers and main concept papers,0.0,very strcitly they evaluted marks,1.0,very good there we can find several course books and we can find several reference books also,1.0,in this university there is lot of events and lot of extra curriclar activities,0.3499999999999999,0.7,-0.10625000000000002,0.2,0.3033333333333333,0.0,0.74,0.8799999999999999,0.25749999999999995,0.08000000000000002,0.7213333333333333,0.6,0.5464722222222222
1.0,its quite good,1.0,pretty good,1.0,good,1.0,good enough,0.5,library is vast and has got wide variety of books but i think more number of specimen copies of books should be made available,1.0,excellent,0.7,0.475,0.7,0.35,0.2,1.0,0.8799999999999999,0.79,0.8799999999999999,0.74,0.38,1.0,0.7783333333333333
1.0,very good indeed,1.0,is good,0.0,not so good,1.0,very good,1.0,good,1.0,the best,0.9099999999999999,0.7,0.7,0.9099999999999999,0.7,1.0,0.964,0.8799999999999999,0.27999999999999997,0.964,0.8799999999999999,1.0,0.828
1.0,not bad,0.0,not good enough we want something more,0.0,strict paper correction,1.0,niceenough,1.0,fine,1.0,good,0.3499999999999999,0.05000000000000001,0.0,0.0,0.4166666666666667,0.7,0.74,0.020000000000000004,0.0,0.6,0.7666666666666666,0.8799999999999999,0.5011111111111111
0.5,teaching is good some lecturers are showing partiality between south people and north people,1.0,good,0.5,super but paper checking is not good,1.0,labs are interesting and helpful toknoe the knowledge,1.0,good,1.0,excllent,0.7,0.7,-0.008333333333333331,0.5,0.7,0.0,0.58,0.8799999999999999,0.29666666666666663,0.8,0.8799999999999999,0.6,0.6727777777777777
0.5,i was a student of a boarding school jnv i studied for years there residing in hostel now living in lpu is same like thatand still more same and punctuality is shown here by both teachers and studentsand also by the staff security is above in case of student is well manured classes regular sports dailyparticipation wellquality below average,0.0,less time for study less time for paper attemtingless time for every thing less knowlegeless depth of course but proper course material according to exam,1.0,nice timing,0.0,not good,0.5,very nicebut books are not availabe every time,0.0,very highneed to take down some accitivties noise pollition in the university always a big problem,0.05833333333333333,-0.125,0.6,-0.35,0.2,0.014814814814814808,0.3233333333333333,-0.05,0.84,-0.13999999999999999,0.38,0.005925925925925924,0.2265432098765432
1.0,all terms are good regarding the university activities,0.5,knowledge is maximum gained by reading books also the teachers explain depth if we are interested to know about it,0.5,thats good to have a negative marking pattern in exam but the time is not sufficient to do all the questions,1.0,labs helps to know how the work is doneit thought me a good lessons,1.0,they are good,1.0,yes,0.7,0.25,0.19999999999999998,0.7,0.7,0.0,0.8799999999999999,0.4,0.38,0.8799999999999999,0.8799999999999999,0.6,0.6699999999999999
1.0,good,0.0,have to improve,1.0,exampattern is good and marks distribution is also good and paper checking is very hard,1.0,it is good,1.0,it is also good,1.0,very good,0.7,0.0,0.34027777777777773,0.7,0.7,0.9099999999999999,0.8799999999999999,0.0,0.736111111111111,0.8799999999999999,0.8799999999999999,0.964,0.7233518518518518
1.0,intraction is good and leacture delivery also good and then punctuality is also is good,0.5,every one can tell depth of course but some one only give notes,0.5,exam pattern is good and marks distribution is also good but paper checking is too hard,1.0,all labs and practical going on well,0.5,good,1.0,they all are held in super,0.6999999999999998,0.0,0.3694444444444444,0.0,0.7,0.3333333333333333,0.8799999999999999,0.3,0.4477777777777777,0.6,0.58,0.7333333333333333,0.5901851851851853
1.0,all the given terms are good regarding the university,1.0,we are getting maximum knowledge,1.0,all are good,1.0,not bad,0.0,library facilities are not goodthey are not following the rules they are using phones in library,1.0,good,0.7,0.0,0.7,0.3499999999999999,0.0,0.7,0.8799999999999999,0.6,0.8799999999999999,0.74,0.0,0.8799999999999999,0.6633333333333332
1.0,all the terms are good regarding the university activities,1.0,knowledge is maximum gained by reading books and also teachers explain the concept in depth,0.5,the examination pattern is good but time is not sufficient for those questions,1.0,labs are upto the mark,1.0,they are good,1.0,the extracurricular activities held in university are very enjoyable and good,0.7,0.0,0.7,0.0,0.7,0.675,0.8799999999999999,0.6,0.58,0.6,0.8799999999999999,0.87,0.735
0.0,some of the teacher are un experienced also they are unfair and baised infact many of the teachers are having few or no experience about the subject,0.5,its fine but it should focus more towards practical knowledge rather than content based it would be helpful for us,1.0,mcq pattern is quite good and efficient way for evolving students,0.0,our labs do not have all facalities,1.0,we have a good library with all facalities,1.0,our university has lot of extracurricular going on and it helps us a lot,0.0866666666666667,0.45833333333333337,0.7,0.0,0.7,0.0,0.03466666666666668,0.48333333333333334,0.8799999999999999,0.0,0.8799999999999999,0.6,0.47966666666666663
1.0,it is going good,0.0,have to improve,0.5,paper checking is very hard remaining is good,1.0,all practical work is good,0.0,they is no problem with them,1.0,it is the best thing in this university i like it,0.7,0.0,0.16041666666666662,0.7,0.0,1.0,0.8799999999999999,0.0,0.36416666666666664,0.8799999999999999,0.0,1.0,0.5206944444444445
